Zip-code,Sihtnumber
"Current password *","Kasutusel olev parool *"
"New password *","Uus parool *"
"Repeat new password *","Siseta uus parool uuesti *"
"Passwords must be identical.","Paroolid peav identsed olema."
"First name *","Eesnimi *"
"Last name *","Perekonnanimi *"
"Repeat password *","Sisesta parool uuesti *"
"Email address *","E-maili aadress *"
"I want to create an account","Soovin kontot luua"
"Tax identification number *","Käibemaksu number *"
"No products found!","Tooteid ei leitud!"
"Please change Your search criteria and try again. If still not finding anything relevant, please visit the Home page and try out some of our bestsellers!","Kahjuks ei leidnud me Teie otsingule vasteid."
"Erin recommends",Sooviab
"Open my account","Minu konto"
"Open microcart",Ostukorv
"Open wishlist",Soovikorv
"Open search panel",Otsing
"Open menu",Menüü
"Show subcategories",Alamkategooriad
Back,Tagasi
Close,Sulge
"View all","Vaata kõiki"
"Create a new account","Loo konto"
"I accept terms and conditions","Nõustun kasutustingimustega"
"I want to receive a newsletter, and agree to its terms","Soovin uudiskirja ja nõstund tingimustega"
"Tax ID must have at least 3 letters.","Käibemaksukood peab olema vähemalt 3 tähte."
"Country *","Riik *"
"Toggle password visibility","Vaata parooli"
"You've entered an incorrect coupon code. Please try again.","Kupongikood ei kehti või puudub. Kontrolli sisestatud koodi ja proovi uuesti."
"Add a discount code","Lisa sooduskood"
"Discount code",Sooduskood
"Add discount code","Lisa sooduskood"
"Order ID","Tellimuse number"
"Date and time","Kuupäev ja aeg"
Author,Autor
Value,Summa
Type,Tüüp
Status,Staatus
Purchase,Tellimus
"View order","Vaata tellimust"
"Remake order","Telli uuesti"
"No orders yet","Tellimusi ei ole veel"
"Order #","Tellimuse nr."
"Items ordered","Tellitud tooted"
"Product Name",Tootenimi
SKU,Kood
Subtotal,Kokku
Tax,Käibemaks
Discount,Allahindlus
"Order informations","Tellimuse informatsioon"
"Shipping address",Tarneaadress
"Billing address",Makseaadress
"Order confirmation","Tellimuse kinnitus"
"Your purchase","Teie tellimus"
"You have successfuly placed the order. You can check status of your order by using our <b>delivery status</b> feature. You will receive an order confirmation e-mail with details of your order and a link to track its progress.","Tellimus vormistamine õnnestus. Saadame teile tellimuse kinnituse e-mailile. "
"E-mail us at <b>demo@vuestorefront.io</b> with any questions, suggestions how we could improve products or shopping experience","Ootame Teie poolset tagasisidet oma teenuse täiendamiseks."
"Your Account",Konto
"What we can improve?","Mida võiksime paremini teha?"
"Your feedback is important for us. Let us know what we could improve.","Teie tagasiside on meile tähtis. Palun kirjutage meile, mida võiksime veelgi paremaks muuta."
"Type your opinion","Kirjuta oma arvamus"
"Give a feedback","Anna tagasisidet"
"Choose your country","Vali riik"
"You can log to your account using e-mail and password defined earlier. On your account you can <b>edit your profile data,</b> check <b>history of transactions,</b> edit <b>subscription to newsletter.</b>","Saate oma kontole e-maili ja parooli abil siseneda."
"United States",USA
English,Inglismaa
Germany,Saksamaa
German,Sakslane
Italy,Itaalia
Italian,Itaallane
"Sort By",Sorteeri
"Custom Cms Page","Kohandatud sisulehekülg"
"Cms Page Sync","Sisulehekülgede sünkroniseerimine"
"Password must have at least 8 letters.","Parool peab sisaldama vähemalt 8 tähte."
"Load more","Lae veel"
"Select No","Vali number"
"Select Yes","Vali Jah"
erin_recommends_filter,soovitab_filter
Latest,Viimased
size,suurus
color,värvus
"No reviews have been posted yet. Please don't hesitate to share Your opinion and write the first review!","Keegi ei ole veel kommentaare lisanud. Ole esimene ja jaga oma kogemust."
"Internal Server Error 500","Serveriga seonduv viga 500"
"We've noticed Internal Server Error while rendering this request.","Päringut teostades tekkis serveriga seondub viga 500"
"Something went wrong ...","Midagi läks valesti…"
"This product is out of stock.","See toode on laost otsas."
"Cash on delivery","Sularahas tellimuse kohaletoimetamisel"
"DPD Courier","DPD kuller"
"My Recently viewed products","Minu viimati vaadatud tooted"
"No products yet","Ei ole veel tooteid kahjuks"
"The server order id has been set to ","Serveri tellimuse number saadeti"
"Customer service (Magento CMS)","Customer service (Magento CMS)"
"Instant Checkout","Kiir ostuvormistamine"
"Are you sure you would like to remove all the items from the wishlist?","Olete kindel, et soovite kõik tooted soovikorvist eemaldada?"
"Filter by categories","Filtreeri kategooriate alusel"
