"Erin recommends",Sooviab
"Error while sending reset password e-mail","Parooli muutmise e-maili edastamisel esines viga."
"Everything new",Uued
"Extension developers would like to thank you for placing an order!","Mooduli loojad tänavad tellimuse tegemise eest!"
"Field is required",Kohustuslik
"Filter by categories","Filtreeri kategooriate alusel"
"First name *","Eesnimi *"
"First name",Eesnimi
"Forgot the password?","Unustasite parooli?"
"General agreement","Üldine nõustumine"
"Get inspired","Saa Inspiratsiooni"
"Give a feedback","Anna tagasisidet"
"Go review the order","Kontrolli tellimust"
"Go to Facebook",Facebook
"Go to Instagram",Instagram
"Go to Pinterest",Pinterest
"Go to Youtube",Youtube
"Go to checkout","Ostu vormistama"
"House/Apartment number *","Maja/korter *"
"House/Apartment number",Maja/koter
"I accept ",Kinnitan
"I accept terms and conditions","Nõustun kasutustingimustega"
"I agree to",Nõustun
"I have a company and want to receive an invoice for every order","Soovin iga tellimusega ettevõttele arvet"
"I want to create an account","Soovin kontot luua"
"I want to create an account'","Tahan kontot luua'"
"I want to generate an invoice for the company","Soovin ettevõtte nimele arvet"
"I want to receive a newsletter, and agree to its terms","Soovin uudiskirja ja nõstund tingimustega"
"If you need an assistance you can drop us a line on","Anna meile märku, kui vajad abi."
"Instant Checkout","Kiir ostuvormistamine"
"Internal Server Error 500","Serveriga seonduv viga 500"
"Items ordered","Tellitud tooted"
"Last name *","Perekonnanimi *"
"Last name",Perekonnanimi
"Legal notice","Õiguslik teade"
"Load more","Lae veel"
"Log in to your account","Logi sisse"
"Log in","logi sisse"
"Login to your account","Logige sisse"
"Men's fashion","Meeste riided"
"My Account","Minu konto"
"My Recently viewed products","Minu viimati vaadatud tooted"
"My account","Minu konto"
"My loyalty card","Minu loyaalsus kaart"
"My newsletter","Minu uudiskiri"
"My orders","Minu tellimused"
"My product reviews","Minu kommentaarid"
"My profile","Minu konto"
"My shipping details","Minu aadressid"
"Name must have at least 2 letters.","Nimi peab sisaldama vähemalt kahte tähte"
"Name must have at least 3 letters.","Nimi peab sisaldama vähemalt kolme tähte"
"New Luma Yoga Collection","Uus Luma yoga kollektsioon"
"New password *","Uus parool *"
"No orders yet","Tellimusi ei ole veel"
"No products found!","Tooteid ei leitud!"
"No products yet","Ei ole veel tooteid kahjuks"
"No results were found.","Vasteid ei leitud."
"No reviews have been posted yet. Please don't hesitate to share Your opinion and write the first review!","Keegi ei ole veel kommentaare lisanud. Ole esimene ja jaga oma kogemust."
"Open menu",Menüü
"Open microcart",Ostukorv
"Open my account","Minu konto"
"Open search panel",Otsing
"Open wishlist",Soovikorv
"Order #{id}","Tellimus #{id}"
"Order ID","Tellimuse number"
"Order Summary","Tellimuse kokkuvõte"
"Order confirmation","Tellimuse kinnitus"
"Order informations","Tellimuse informatsioon"
"Password *","Parool *"
"Password must have at least 8 letters.","Parool peab sisaldama vähemalt 8 tähte."
"Passwords must be identical","Paroolid ei ole samad"
"Passwords must be identical.","Paroolid peav identsed olema."
"Payment method",Makseviis
"Personal Details","Kliendi info"
"Phone Number",Mobiilinumber
"Phone number may be needed by carrier","Vajame toodete kohale toimetamiseks teie mobiilinumbrit"
"Place the order",Telli
"Please change Your search criteria and try again. If still not finding anything relevant, please visit the Home page and try out some of our bestsellers!","Kahjuks ei leidnud me Teie otsingule vasteid."
"Please check if all data are correct","Palun kontrollige, et kõik oleks õige"
"Please confirm order you placed when you was offline","Palun kinnitage oma tellimuse, mille ilma interneti ühenduseta varasemalt tegite"
"Please provide valid e-mail address.","Kontrolli e-maili aadressi"
"Price {variant}","Hind {variant}"
"Price: High to low","Kallimad eespool"
"Price: Low to high","Odavamad eespool"
"Privacy policy",Privaatsustingimused
"Product Name",Tootenimi
"Product details","Toote kirjeldus"
"Register an account","Loo konto"
"Remake order","Telli uuesti"
"Remember me","Jäta mind meelde"
"Remove from compare","Eemalda võrdlusest"
"Repeat new password *","Siseta uus parool uuesti *"
"Repeat password *","Sisesta parool uuesti *"
"Reset password","Muuda parool"
"Resetting the password ... ","Parooli tühistamine..."
"Return policy",Tagasitamine
"Return to shopping",Tagasi
"Review order","Tellimuse ülevaade"
"SKU: {sku}","SKU: {sku}"
"Searched term should consist of at least 3 characters.","Otsingu sõna peab sisaldama vähemalt kolme tähte."
"See details",Rohkem
"See our bestsellers","Vaata meie enim müüdud tooteid"
"Select No","Vali number"
"Select Yes","Vali Jah"
"Select color ","Vali värv"
"Select size {variant}","Vali {variant} suurus"
"Ship to my default address","Saada kaup mu vaikimisi aadressile"
"Shipping address",Tarneaadress
"Shipping method",Tarneviis
"Shopping cart",Ostukorv
"Shopping summary","Ostu kokkuvõte"
"Show subcategories",Alamkategooriad
"Sign up to our newsletter and receive a coupon for 10% off!","Liitu meie uudiskirjaga ja saad 10% sooduskupongi!"
"Similar products","Sarnased tooted"
"Size guide","Suuruste juhend"
"Something went wrong ...","Midagi läks valesti ..."
"Something went wrong. Try again in a few seconds.","Midagi läks valesti. Pooriv uuesti mõne aja pärast.."
"Sort By",Sorteeri
"State / Province",Maakond
"Store locator","Otsi kauplus"
"Street name *","Tänav *"
"Street name",Tänav
"Subscribe to the newsletter and receive a coupon for 10% off","Liitu uudiskirjaga ja saad 10% soodustusega kupongi"
"Tax ID *","Käibemaksunumber *"
"Tax ID must have at least 3 letters.","Käibemaksukood peab olema vähemalt 3 tähte."
"Tax identification number *","Käibemaksu number *"
"Tax identification number must have at least 3 letters.","Käibemaksukood peab olema vähemalt 3 tähte."
"Terms and conditions",Kasutustingimused
"The OrderNumber is {id}","Tellimuse number on {id}"
"The new account will be created with the purchase. You will receive details on e-mail.","Konto luuakse koos tellimuse vormistamisega. Saadame Teile konto loomise kohta e-maili."
"The order can not be transfered because of server error. Order has been queued","Tellimus pandi edastamise järjekorda, kuna tellimust ei saadud edasta serveri vea tõttu."
"The server order id has been set to ","Serveri tellimuse number saadeti"
"This product is out of stock.","See toode on laost otsas."
"To finish the order just come back to our store while online. Your order will be sent to the server as soon as you come back here while online and then confirmed regarding the stock quantities of selected items","Tellimuse lõpetamiseks tulge tagasi meie poodi. Teie tellimus saadetakse serverisse niipea, kui te siia intenetiühenduse taastudes tagasi tulete."
"Toggle password visibility","Vaata parooli"
"Track my order","Jälgi oma tellimust"
"Type your opinion","Kirjuta oma arvamus"
"Unfortunately we can't find the page you are looking for.","Kahjuks me ei leia otsitavat lehekülge."
"United States",USA
"Update my preferences","Muuda oma eelistusi"
"Update my profile","Uuenda oma kontot"
"Update my shipping details","Uuenda oma aadresse"
"Use my billing data","Kasutage minu makseinformatsiooni"
"Use my company's address details","Kasuta ettevõtte aadressi"
"View all","Vaata kõiki"
"View order","Vaata tellimust"
"We can't find the page","Me ei leia soovitud lehekülge"
"We found other products you might like","Leidsime veel tooteid, mis Teile võiks meeldida"
"We use cookies to give you the best shopping experience.","Meie e-pood kasutab küpsiseid. "
"We will send you details regarding the order","Saadame Teile tellimuse kohta informatsiooni"
"We will send you the invoice to given e-mail address","Saadame sisestatud e-mailile tellimuse kinnituse ja arve"
"We've noticed Internal Server Error while rendering this request.","Päringut teostades tekkis serveriga seondub viga 500"
"We've sent password reset instructions to your email. Check your inbox and follow the link.","Saatsime Teile parooli muutmise juhendi. Palun kontrollige oma e-maili."
"What we can improve?","Mida võiksime paremini teha?"
"Women fashion","Naiste riided"
"You are logged in as {firstname}","Olete sisse logitud {firstname}"
"You are offline","Teil puudub internetiühendus. "
"You are offline. Some features might not be available.","Teil puudub internetiühendus. Mõned funktsionaalsused võivad seetõttu mitte töötada."
"You can allow us to remind you about the order via push notification after coming back online. You'll only need to click on it to confirm.","Pärast intenetiühenduse taastumist võite lasta endale tellimusest meelde tuletada. Kinnitage see brauseri dialoogis."
"You can also use","või kasuta"
"You can log to your account using e-mail and password defined earlier. On your account you can <b>edit your profile data,</b> check <b>history of transactions,</b> edit <b>subscription to newsletter.</b>","Saate oma kontole e-maili ja parooli abil siseneda."
"You have been successfully subscribed to our newsletter!","Olete uudiskirja listi lisatud!"
"You have been successfully unsubscribed from our newsletter!","Olete uudiskirja listist eemaldatud!"
"You have no items to compare.","Võrdlus on tühi"
"You have successfuly placed the order. You can check status of your order by using our <b>delivery status</b> feature. You will receive an order confirmation e-mail with details of your order and a link to track its progress.","Tellimus vormistamine õnnestus. Saadame teile tellimuse kinnituse e-mailile. "
"You must accept the terms and conditions.","Nõustun kasutustingimustega"
"You will receive Push notification after coming back online. You can confirm the order by clicking on it","Võite tellida intenetiühenduse taastumise teavituse. Kinnitage see brauseri dialoogis."
"You've entered an incorrect coupon code. Please try again.","Kupongikood ei kehti või puudub. Kontrolli sisestatud koodi ja proovi uuesti."
"Your Account",Konto
"Your feedback is important for us. Let us know what we could improve.","Teie tagasiside on meile tähtis. Palun kirjutage meile, mida võiksime veelgi paremaks muuta."
"Your purchase","Teie tellimus"
"Your shopping cart is empty.","Teie ostukorv on tühi"
"Your wishlist is empty.","Teie Sooviskord on tühi"
"Zip-code *","Sihtnumber *"
"Zip-code must have at least 3 letters.","Sihtnumber peab sisaldama vähemalt viite numbrit"
"a chat","kirjuta sõnum"
"a contact page","sõnumi vorm"
"browse our catalog","Sirvi tooteid"
"login to your account","logi sisse"
"or write to us through","või kirjuta meile"
"register an account","loo konto"
"return to log in","tagasi sisse logima"
"to find product you were looking for.",",et leida otsitav toode."
"to find something beautiful for You!","leia midagi ilusat"
"{count} items","{count} kirjeid"
Author,Autor
Back,Tagasi
Cancel,Tühista
City,Linn
Clear,Tühista
Close,Sulge
Columns,Tulbad
Country,Riik
Delivery,Tarne
Departments,Kategooria
Discount,Allahindlus
Edit,Muuda
English,Inglismaa
Filter,Filtreeri
Filters,Filtreeri
German,Sakslane
Germany,Saksamaa
Help,Abi
Home,Esileht
Italian,Itaallane
Italy,Itaalia
Kidswear,"Laste riided"
Latest,Viimased
Logout,"Logi välja"
Magazine,Kataloog
Newsletter,Uudiskiri
Orders,Tellimused
Payment,Makseviis
Price,Hind
Products,Tooted
Purchase,Tellimus
Qty,Kogus
Quantity,Kogus
Register,Registreeri
Remove,Eemalda
Returns,Tagastamine
SKU,Kood
Safety,Turvalisus
Sale,Allahindlus
Search,Otsi
Shipping,Tarneviis
Status,Staatus
Subscribe,Liitu
Subtotal,Kokku
Tax,Käibemaks
Type,Tüüp
Value,Summa
Vuestore,"Vue Storefront"
Wishlist,Soovikorv
Zip-code,Sihtnumber
color,värvus
color_filter,värv_filter
erin_recommends_filter,soovitab_filter
login,"logi sisse"
or,või
price_filter,hind_filter
search,otsi
size,suurus
size_filter,suurus_filter
