"Men's fashion","男性のファッション"
"My Account","自分のアカウント"
"My account","自分のアカウント"
"My loyalty card","自分のポイントカード"
"My newsletter","自分のニュースレター"
"My orders","自分の注文"
"My product reviews","自分の商品レビュー"
"My profile","自分のプロフィール"
"My shipping details","買い物の詳細"
"Name must have at least 3 letters.","名前は最低３文字必要です"
"New Luma Yoga Collection","Luma Yogaの新しいコレクション"
"New password *","新しいパスワード *"
"Newsletter","ニュースレター"
"No orders yet","また注文されていません"
"No products found!","商品がありません!"
"No results were found.","なにもありません"
"Open menu","メニューを開く"
"Open microcart","小さなカートを開く"
"Open my account","自分のアカウントを開く"
"Open search panel","検索パネルを開く"
"Open wishlist","欲しいモノリストを開く"
"Order #{id}","注文番号{id}"
"Order ID","注文ID"
"Order Summary","注文の詳細"
"Order informations","注文の情報"
"Orders","注文"
"Password *","パスワード *"
"Passwords must be identical","パスワードは同じである必要があります"
"Passwords must be identical.","パスワードは同じである必要があります"
"Payment method","決済方法"
"Payment","支払い"
"Personal Details","個人の詳細"
"Phone Number","電話番号"
"Phone number may be needed by carrier","発送に電話番号が必要な事があります"
"Place the order","注文を行う"
"Please check if all data are correct","全てのデータが正しいかどうか確認してください"
"Please provide valid e-mail address.","正しいメールアドレスを入力してください"
"Price {variant}","価格 {variant}"
"Price","価格"
"Privacy policy","プライバシー・ポリシー"
"Product Name","商品名"
"Product details","商品の詳細"
"Purchase","購入"
"Qty","数量"
"Quantity","数量"
"Register an account","アカウントの登録"
"Register","登録"
"Remake order","注文を再度行う"
"Remember me","ログインを覚える"
"Remove from compare","比較から削除する"
"Remove","削除する"
"Repeat new password *","もう一度新しいパスワード *"
"Repeat password *","パスワードもう一度 *"
"Reset password","リセットパスワード"
"Resetting the password ... ","パスワードをリセットしていあｍす ... "
"Return policy","返品ポリシー"
"Return to shopping","買い物に戻る"
"Returns","返品"
"Review order","注文の確認"
"SKU","SKU"
"SKU: {sku}","SKU: {sku}"
"Safety","安全性"
"Sale","セール"
"Search","検索"
"See details","詳細を見る"
"See our bestsellers","ベストセラーを見る"
"Select color ","色の選択 "
"Select size {variant}","サイズの選択 {variant}"
"Ship to my default address","デフォルトの住所に発送する"
"Shipping address","発送住所"
"Shipping method","発送方法"
"Shipping method","発送方法"
"Shipping","送料"
"Shopping cart","ショッピングカート"
"Shopping summary","買い物の詳細"
"Show subcategories","サブカテゴリーを開く"
"Sign up to our newsletter and receive a coupon for 10% off!","ニュースレターに登録して、10%割引のクーポンをうけとりましょう!"
"Similar products","似た商品"
"Size guide","サイズガイド"
"State / Province","都道府県"
"Status","ステータス"
"Store locator","Store locator"
"Street name *","住所 *"
"Street name","住所"
"Subscribe to the newsletter and receive a coupon for 10% off","ニュースレターに登録して10%オフのクーポンをもらいましょう"
"Subscribe","登録"
"Subtotal","小計"
"Tax ID *","税金ID *"
"Tax ID must have at least 3 letters.","税金IDは3文字以上である必要があります"
"Tax identification number *","税金ID番号 *"
"Tax identification number must have at least 3 letters.","税金IDは最低3文字必要です"
"Tax","税金"
"Terms and conditions","利用規約"
"The new account will be created with the purchase. You will receive details on e-mail.","この買い物の後にアカウントが作成されます。詳細の入ったメールが送られます"
"Toggle password visibility","パスワードの見え方の切り替え"
"Track my order","注文のトラッキング"
"Type","タイプ"
"Unfortunately we can't find the page you are looking for.","すみません、お探しのページはありません。"
"Update my preferences","設定を更新する"
"Update my profile","プロフィールを更新"
"Update my shipping details","買い物の詳細の更新"
"Use my billing data","請求書情報を使う"
"Use my company's address details","自分の会社の住所の詳細を使う"
"Use my company's address details","自分の会社の住所を使う"
"Value","値"
"View all","全てを見る"
"View order","注文をみる"
"We can't find the page","ページがありません"
"We use cookies to give you the best shopping experience.","買い物をできるだけ良いものにするためクッキーを使っています"
"We will send you details regarding the order","注文に関する詳細を送ります"
"We will send you the invoice to given e-mail address","指定されたメールアドレスに請求書を送ります"
"We've sent password reset instructions to your email. Check your inbox and follow the link.","パスワードリセットのメールを送りました。メールの中にあるリンクをクリックしてください。"
"Wishlist","欲しいモノリスト"
"Women fashion","女性のファッション"
"You are logged in as {firstname}","ログイン中 {firstname}"
"You are offline. Some features might not be available.","オフラインです、使えない機能があります"
"You can also use","こちらを使うこともできます"
"You have been successfully subscribed to our newsletter!","ニュースレターに購読しました!"
"You have no items to compare.","比較するアイテムはありません"
"You must accept the terms and conditions.","利用規格に同意してください"
"You've entered an incorrect coupon code. Please try again.","クーポンコードが無効です。もう一度試してください。"
"Your shopping cart is empty.","ショッピングカートは空です"
"Your wishlist is empty.","欲しいモノリストは空です"
"Zip-code *","郵便番号 *"
"Zip-code must have at least 3 letters.","郵便番号は最低3文字必要です"
"Zip-code","郵便番号"
"a chat","チャット"
"a contact page","コンタクトページ"
"browse our catalog","カタログを見る"
"color_filter","色"
"login to your account","アカウントへのログイン"
"or write to us through","かこちらから連絡ください"
"or","か"
"price_filter","価格"
"register an account","アカウントの登録"
"return to log in","ログインに戻る"
"search","検索"
"size_filter","サイズ"
"to find product you were looking for.","から欲しい商品を見つける"
"to find something beautiful for You!","あなたにあった素敵なものを見つけましょう!"
